
1, 4096, 1, 256, 0, 1, 1, 1, 16.0, 1, 2, 1, 4, 1, 2, 1, 2, 1, 2, 1, 1, 1, 64, 0, 0, 1, 8, 1, 1, 1, 5.1905e+01
1, 4096, 1, 128, 0, 1, 1, 1, 16.0, 1, 2, 1, 4, 1, 2, 1, 2, 1, 2, 1, 1, 1, 64, 0, 0, 1, 8, 1, 1, 1, 5.1489e+01
1, 4096, 1, 32, 0, 1, 1, 1, 16.0, 1, 2, 1, 4, 1, 2, 1, 2, 1, 2, 1, 1, 1, 64, 0, 0, 1, 8, 1, 1, 1, 4.0510e+01
1, 8192, 1, 128, 0, 1, 1, 1, 16.0, 1, 2, 1, 4, 1, 2, 1, 2, 1, 2, 1, 1, 1, 64, 0, 0, 1, 8, 1, 1, 1, 5.8220e+01
1, 8192, 1, 32, 0, 1, 1, 1, 16.0, 1, 2, 1, 4, 1, 2, 1, 2, 1, 2, 1, 1, 1, 64, 0, 0, 1, 8, 1, 1, 1, 4.0528e+01
1, 4096, 1, 32, 0, 1, 1, 1, 16.0, 1, 2, 1, 4, 1, 2, 1, 2, 1, 2, 1, 1, 1, 64, 0, 0, 1, 8, 1, 1, 2, 3.8158e+01
1, 8192, 1, 256, 0, 1, 1, 1, 16.0, 1, 2, 1, 4, 1, 2, 1, 2, 1, 2, 1, 1, 1, 64, 0, 0, 1, 8, 1, 1, 1, 6.1965e+01
1, 13312, 1, 256, 0, 1, 1, 1, 16.0, 1, 2, 1, 4, 1, 2, 1, 2, 1, 2, 1, 1, 1, 64, 0, 0, 1, 8, 1, 1, 1, 6.5040e+01
1, 4096, 1, 128, 0, 1, 1, 1, 16.0, 1, 2, 1, 4, 1, 2, 1, 2, 1, 2, 1, 1, 1, 64, 0, 0, 1, 8, 1, 1, 2, 5.2357e+01
1, 4096, 1, 256, 0, 1, 1, 1, 16.0, 1, 2, 1, 4, 1, 2, 1, 2, 1, 2, 1, 1, 1, 64, 0, 0, 1, 8, 1, 1, 2, 5.1839e+01
1, 13312, 1, 128, 0, 1, 1, 1, 16.0, 1, 2, 1, 4, 1, 2, 1, 2, 1, 2, 1, 1, 1, 64, 0, 0, 1, 8, 1, 1, 1, 6.1238e+01
1, 13312, 1, 32, 0, 1, 1, 1, 16.0, 1, 2, 1, 4, 1, 2, 1, 2, 1, 2, 1, 1, 1, 64, 0, 0, 1, 8, 1, 1, 1, 4.1185e+01
1, 8192, 1, 128, 0, 1, 1, 1, 16.0, 1, 2, 1, 4, 1, 2, 1, 2, 1, 2, 1, 1, 1, 64, 0, 0, 1, 8, 1, 1, 2, 5.8428e+01
1, 8192, 1, 32, 0, 1, 1, 1, 16.0, 1, 2, 1, 4, 1, 2, 1, 2, 1, 2, 1, 1, 1, 64, 0, 0, 1, 8, 1, 1, 2, 4.0228e+01
1, 8192, 1, 256, 0, 1, 1, 1, 16.0, 1, 2, 1, 4, 1, 2, 1, 2, 1, 2, 1, 1, 1, 64, 0, 0, 1, 8, 1, 1, 2, 6.1727e+01
1, 13312, 1, 32, 0, 1, 1, 1, 16.0, 1, 2, 1, 4, 1, 2, 1, 2, 1, 2, 1, 1, 1, 64, 0, 0, 1, 8, 1, 1, 2, 4.1088e+01
1, 13312, 1, 256, 0, 1, 1, 1, 16.0, 1, 2, 1, 4, 1, 2, 1, 2, 1, 2, 1, 1, 1, 64, 0, 0, 1, 8, 1, 1, 2, 6.4789e+01
1, 13312, 1, 128, 0, 1, 1, 1, 16.0, 1, 2, 1, 4, 1, 2, 1, 2, 1, 2, 1, 1, 1, 64, 0, 0, 1, 8, 1, 1, 2, 6.2556e+01
1, 4096, 1, 32, 0, 1, 1, 1, 16.0, 1, 2, 1, 4, 1, 2, 1, 2, 1, 2, 1, 1, 1, 64, 0, 0, 1, 8, 1, 1, 4, 4.2453e+01
1, 4096, 1, 128, 0, 1, 1, 1, 16.0, 1, 2, 1, 4, 1, 2, 1, 2, 1, 2, 1, 1, 1, 64, 0, 0, 1, 8, 1, 1, 4, 5.4426e+01
1, 4096, 1, 256, 0, 1, 1, 1, 16.0, 1, 2, 1, 4, 1, 2, 1, 2, 1, 2, 1, 1, 1, 64, 0, 0, 1, 8, 1, 1, 4, 5.1978e+01
1, 8192, 1, 32, 0, 1, 1, 1, 16.0, 1, 2, 1, 4, 1, 2, 1, 2, 1, 2, 1, 1, 1, 64, 0, 0, 1, 8, 1, 1, 4, 3.8417e+01
1, 8192, 1, 128, 0, 1, 1, 1, 16.0, 1, 2, 1, 4, 1, 2, 1, 2, 1, 2, 1, 1, 1, 64, 0, 0, 1, 8, 1, 1, 4, 5.8985e+01
1, 8192, 1, 256, 0, 1, 1, 1, 16.0, 1, 2, 1, 4, 1, 2, 1, 2, 1, 2, 1, 1, 1, 64, 0, 0, 1, 8, 1, 1, 4, 6.1613e+01
